Course ID,Course Name,Credit Count,Prerequisites,Diversity Group,General Education Goal,Course Description
"Outreach, and",Resources,3,N/A,N/A,N/A,"Defines the role of the Community Health Worker (CHW) as a liaison, connecting clients and appropriate community resources, based on familiarity with health-related needs of the communities and cultural considerations for which they serve. Explores strategies for personal safety in relation to home visits, and an understanding of the value of self-care, and personal wellness. HLTH 202 Health Communication, Teaching, and Capacity"
HLTH 361W,Health Communication and Advocacy,4,"HLTH 101, HLTH 360",N/A,N/A,"Health Communication and Advocacy focuses upon the development of communication and advocacy skills for the health educator. Identifying credible sources, communicating public health information, health media campaigns, health advocacy; written and verbal communication skills emphasized."
HLTH 410W,Current Health Issues,3,N/A,N/A,N/A,An in-depth review of significant current health concerns and controversies in health science using the elements of reasoning as the framework for critiquing the issues.
HLTH 420W,Health Teaching Methods,3,HLTH 320,N/A,N/A,This course provides School Health teaching majors the knowledge and skills they will need to be a part of a coordinated school health program team and teach comprehensive school health education in middle/junior and senior high schools.
Behavior Change,Foundations and Strategies (,3,N/A,N/A,N/A,"a course that focuses upon the complexity of health behavior change and the skills necessary for a health promotion professional to assess, plan, and evaluate behavior change interventions for individuals and communities. Health behavior change theories and strategies will be discussed. Topics covered in class will include: behavior modification, goal setting, self-management, coping skills, and social support. Emphasis will also be given to the impact of policy and environmental influences on behavior. HLTH 480 Health Education Planning, Implementing and"
HIST 170W,Ancient World Civilization to,1500,N/A,N/A,N/A,"A history of the physical, political, cultural, social, and economic foundations of world civilizations to 1500. Same content as HIST 170. Students may not take both HIST 170 and HIST 170W for credit."
HIST 171W,"World Civilization, 1500-Present",4,N/A,Purple,N/A,Review of major changes in World Civilization since 1500. Same content as HIST 171. Students may not take both HIST 171 and HIST 171W for credit.
HIST 180W,European History to,1648,N/A,N/A,N/A,A survey of European civilization from Egypt to the end of the Thirty Years War. Same content as HIST 180. Students may not take both HIST 180 and HIST 180W for credit.
HIST 181W,European History:,1648,N/A,N/A,N/A,Survey of European history from the end of the Thirty Years War to the present. Same content as HIST 181. Students may not take both HIST 181 and HIST 181W for credit.
HIST 190W,United States to,1877,N/A,Purple,N/A,"This course is designed to provide an overview of America’s political, social, economic, and cultural development from earliest colonization to 1877. Same content as HIST 190. Students may not take both HIST 190 and HIST 190W for credit."
HIST 191W,United States Since,1877,N/A,Purple,N/A,"This course is designed to provide an overview of America’s political, social, economic, and cultural development from 1877 to the present. This course has the same content as HIST 191. Students may not take both HIST 191 and HIST 191W for credit."
HIST 246W,Sports and Games in History,4,N/A,Purple,N/A,"This class looks at the history of sports and games across the span of global history! Progressing through the course of human history, this class will discuss recreation, organized sports, professional sports, and the advent of modern video games. Students will develop critical thinking skills and engage with this fascinating topic by developing oral and written communication skills. This class will engage with human diversity, both inside and outside of the US through the lens of sports and games."
