Course Number,Course Name,Credit Count,Prerequisites,Color Group
AOS,380W Applied Leadership Workshop 2,3,N/A,N/A
AOS,420 Applied Leadership & Decision Making,3,N/A,N/A
AOS,430 Global Social Entrepreneurship,3,N/A,N/A
AOS,440 Social Enterprise,3,N/A,N/A
AOS,488 Professional Studies Portfolio,2,AOS 301,N/A
AOS,492 Selected Topics,3,N/A,N/A
AOS,499 Individual Study,1-12,N/A,N/A
ART,100 Elements and Principles of Art,3,N/A,N/A
ART,101 Design Foundations,3,N/A,N/A
ART,103 Three-Dimensional Design,3,N/A,N/A
ART,110 Drawing Foundations,3,N/A,N/A
ART,160 Introduction to Visual Culture,3,N/A,Purple
ART,202 Introduction to Digital Media,3,N/A,N/A
ART,210 Drawing,3,ART 110,N/A
ART,212 Life Drawing,3,ART 110,N/A
ART,220 Graphic Design I,3,ART 202,N/A
ART,225 Developing Creativity: Approaches and,Techniques3,N/A,N/A
ART,231 Mixed Media,3,N/A,N/A
ART,240 Painting,3,"ART 100 or ART 101, ART 110 or consent",N/A
ART,245 Watercolor,3,"ART 100 or ART 101, ART 110 or consent",N/A
ART,250 Ceramics: Beginning Wheel,3,N/A,N/A
ART,251 Ceramics: Beginning Handbuilding,3,N/A,N/A
ART,260 Art History Survey I,3,N/A,Purple
ART,261 Art History Survey II,3,N/A,N/A
ART,265W Art As Politics,3,N/A,N/A
Lithography,,3,N/A,N/A
ART,271 Printmaking: Beginning Intaglio/Relief,3,N/A,N/A
ART,275 Introduction to Photography,3,N/A,N/A
ART,280 Sculpture,3,ART 103 or consent,N/A
ART,285 Introduction to Installation,3,ART 103 or consent,N/A
ART,294 Topics,3,N/A,N/A
ART,302 Interaction Design,3,ART 202,N/A
ART,304 Typography I,3,ART 202,N/A
ART,310 Drawing,3,ART 210,N/A
ART,320 Graphic Design II,3,"ART 220, ART 302, ART 304",N/A
ART,324 Concept and Image,3,"ART 220, ART 302, ART 304",N/A
ART,340 Painting,3,ART 240 or consent,N/A
ART,350 Intermediate Ceramics,3,ART 250 or ART 251,N/A
ART,370 Printmaking: Intermediate Studio,3,ART 270 or ART 271,N/A
ART,372 Digital Printmaking,3,"ART 202, ART 271",N/A
ART,375 Intermediate Black and White Photography,3,ART 275,N/A
ART,377 Intermediate Digital Photography,3,ART 275,N/A
ART,378 Experimental Video,3,N/A,N/A
ART,380 Sculpture,3,ART 280,N/A
ART,385 Intermediate Installation,3,ART 285 or consent,N/A
ART,391 Portfolio Review,0,ART 104,N/A
ART,392 Portfolio Review: Graphic Design,0,"ART 220, ART 302, ART 304",N/A
ART,400 Graphic Design Special Topics,3-6,ART 392,N/A
ART,402 Motion Graphics,3,ARTR 392,N/A
ART,404 Typography II,3,"ART 220, ART 302, ART 304",N/A
ART,405 Self-Initiated Design Workshop,3,392,N/A
ART,406 Web Design I,3,"ART 220, ART 302, ART 304",N/A
ART,410 Drawing Workshop,3-6,ART 310,N/A
ART,417 Medieval Art and Architecture,3,ART 260 or consent,N/A
ART,419 Gender in Art,3,ART 261 or consent,N/A
ART,420 Graphic Design III,3-6,"ART 320, ART 404, ART 406",N/A
ART,421 Art Methods Elementary School,3,"ART 100 or ART 101, Jr. status or consent",N/A
ART,424 Art Education for the Exceptional Child,3,ART 421,N/A
ART,426 Art Methods Secondary School,3,ART 421,N/A
ART,434 Arts Administration,3,N/A,N/A
ART,436 Web Design II,3,"ART 392, ART 406",N/A
ART,440 Painting,3-6,ART 340,N/A
ART,444 Typography III,3,"ART 392, ART 404",N/A
ART,450 Advanced Ceramics,3-6,ART 350,N/A
ART,460 Ancient Art,3,ART 260 or consent,N/A
ART,462 Renaissance Art,3,ART 261 or consent,N/A
ART,463 Mannerism to Romanticism,3,"ART 392, ART 406",N/A
ART,464 Art Museum and Exhibition Studies,3,"ART 260, ART 261",N/A
ART,466 Realism to Postmodernism,3,ART 261 or consent,N/A
ART,467 Art of the Islamic World,3,N/A,Purple
ART,468 Design: History and Theory,3,N/A,N/A
ART,469 Asian Art,3,"ART 260, ART 261 or consent",Purple
ART,470 Printmaking: Advanced Studio,3-6,ART 370,N/A
ART,475 Advanced Photography Studio,3-6,N/A,N/A
ART,477W Roots of Modern Islamic Art,3,N/A,Purple
ART,480 Sculpture,3-6,ART 380,N/A
ART,485 Advanced Installation,3-6,ART 385 or consent,N/A
ART,492 Art History Seminar,1-6,Consent,N/A
ART,494 Topics,3,N/A,N/A
ART,495 Senior Exhibit,0-1,Consent,N/A
ART,496 Art History Senior Thesis,1,Consent of advisor,N/A
ART,497 Internship,1-6,Jr. standing with consent of advisor and department chair.,N/A
ART,499 Individual Study,1-6,Consent,N/A
AST,101 Introduction to Astronomy,3,N/A,N/A
AST,102 Introduction to the Planets,3,N/A,N/A
AST,115 Life in the Universe,2,N/A,N/A
AST,115W Life in the Universe,2,N/A,N/A
AST,125 Observational Astronomy,3,AST 101,N/A
AST,201 Spherical Astronomy,2,N/A,N/A
AST,215 Astronomy and Astrophysics I,4,MATH 121 and PHYS 221,N/A
AST,225 Astronomy and Astrophysics II,4,"AST 215, MATH 122, PHYS 222",N/A
AST,351 Telescope Operations,2,"AST 201 and AST 215, Consent",N/A
AST,353 Photometry I,2,AST 215,N/A
AST,354 Photometry II,2,AST 353,N/A
AST,355 Astrometry,2,AST 201 and AST 215,N/A
AST,357 Spectroscopy,2,AST 225,N/A
AST,493 Undergraduate Research,1-6,Consent,N/A
AST,495 Selected Topics,1-4,Consent,N/A
AST,499 Individual Study,1-8,Consent,N/A
AE,102 Introduction to Automotive Engineering,1,N/A,N/A
AE,160 Automotive Systems,4,N/A,N/A
AE,261 Automotive Driveability & Diagnosis,4,N/A,N/A
AE,262 Automotive Computers and Electronics,4,"EET 113, AE 160, AE 261",N/A
AE,280 Data Acquisition and Analysis,3,"EET 113, MATH 121",N/A
AE,334 Fluid Power,3,"MATH 121, PHYS 221",N/A
AE,364 Chassis Design and Testing,4,"MATH 121, PHYS 221",N/A
AE,366 Automotive Thermodynamics & Engine Design,3,"MATH 121, PHYS 221. Select One Course: CHEM 191 or",N/A
AE,387 Junior Design Project,2,STAT 354,N/A
AE,436 Hybrid and Electric Vehicles,3,"AE 280, AE 366",N/A
AE,465 Automotive Laboratory Experience,2,AE 364,N/A
AE,468 Automotive Research Methods,4,"STAT 354, AE 366",N/A
AE,488W Senior Design Project I,3,"MFE 341, AE 364, AE 387",N/A
AE,489W Senior Design Project II,3,"MFE 324, AE 468, AE 488W",N/A
Technology,,1,N/A,N/A
AET,160 Automotive Technology & Systems,4,N/A,N/A
AET,261 Automotive Driveability and Diagnosis,4,N/A,N/A
AET,262 Automotive Computers and Electronics,4,"AET 160, AET 261, EET 113",N/A
AET,280 Data Acquisition and Analysis,3,"EET 113, MATH 121",N/A
AET,334 Fluid Power,3,"MATH 121, PHYS 211",N/A
AET,364 Chassis Design and Performance Testing,4,"MATH 121, PHYS 211",N/A
AET,366 Automotive Thermodynamics and Engine Design,3,"CHEM 104, MATH 121, PHYS 211",N/A
AET,387 Junior Design Project,3,"ENG 271W, STAT 154",N/A
AET,398 CPT: Co-Operative Experience,0,AET 102. At least 60 credits earned; in good standing;,N/A
Prerequisites:,AET 102. At least 60 credits earned; in,good,N/A,N/A
AET,435 Automotive Design and Construction,1-4,Permission Required,N/A
AET,436 Hybrid and Electric Vehicles,3,"AET 280, AET 366",N/A
AET,465 Automotive Laboratory Experience,2,"AET 364, Permission required",N/A
AET,468 Automotive Research Methods,4,"AET 366, PHYS 211, STAT 154",N/A
AET,488W Senior Design Project I,3,"MET 341, AET 364, AET 387",N/A
AET,489W Senior Design Project II,3,"AET 468, AET 488W, MET 324",N/A
AET,492 Automotive Seminar,1-4,Permission required,N/A
AET,497 Internship: Automotive,1-10,40 earned credits in AET/MET,N/A
Prerequisites:,40 earned credits,in,N/A,N/A
AET,499 Individual Study,1-4,Permission required,N/A
AVIA,100 Aviation Program Orientation,1,N/A,N/A
AVIA,101 World of Aviation,3,N/A,N/A
AVIA,102 Aviation Terminology,3,N/A,N/A
AVIA,150 Private Pilot,3,N/A,N/A
AVIA,151 Private Pilot Flight Lab,2,N/A,N/A
AVIA,152 Private Pilot Helicopter Flight Lab,3,N/A,N/A
AVIA,153 Private Pilot Flight Lab II,1,N/A,N/A
AVIA,160 Introduction to UAS,3,N/A,N/A
AVIA,171 Multi-Engine Flight Lab,1,"AVIA 151, or equivalent",N/A
AVIA,201 Theory of Flight,3,"PHYS 101, MATH 112. Select 1 course: AVIA 150 or AVIA",N/A
AVIA,202 Principles of Air Navigation,3,AVIA 150,N/A
AVIA,240 Instrument Pilot,3,"AVIA 150, or equivalent",N/A
AVIA,241 Instrument Pilot Flight Lab,2,N/A,N/A
AVIA,242 Instrument Pilot Helicopter Flight Lab,3,AVIA 152,N/A
AVIA,243 Instrument Pilot Flight Lab II,1,N/A,N/A
AVIA,250 Commercial Pilot,3,"AVIA 153, AVIA 240",N/A
AVIA,251 Commercial Pilot Flight Lab,2,N/A,N/A
AVIA,252 Commercial Pilot Helicopter Flight Lab,3,"AVIA 152, AVIA 242",N/A
AVIA,253 Commercial Pilot Flight Lab II,2,N/A,N/A
AVIA,270 Helicopter Pilot,3,"AVIA 150, AVIA 250, AVIA 260",N/A
AVIA,275 Helicopter Flight Theory,3,N/A,N/A
AVIA,300 Advanced Studies Orientation,1,ENG 271W or ENG 272W,N/A
AVIA,305 Aviation Professional Communications,1,N/A,N/A
AVIA,306 Intercollegiate Flight Team,1,N/A,N/A
4,credits can,be,N/A,N/A
AVIA,333 Airline Operations,3,N/A,N/A
AVIA,334 Aviation Management,3,N/A,N/A
AVIA,336 Basic Aircraft Systems,3,N/A,N/A
AVIA,337 Avionics,3,N/A,N/A
AVIA,338 Advanced Aircraft Systems,3,AVIA 201,N/A
AVIA,339 Aerospace Propulsion,3,N/A,N/A
AVIA,340 Flight Operations,3,AVIA 240,N/A
AVIA,343 Airport Management,3,N/A,N/A
AVIA,344 Airport Operations,3,N/A,N/A
AVIA,360 Flight Instructor,3,"AVIA 243, AVIA 250",N/A
AVIA,364 Flight Instructor Flight Lab,3,N/A,N/A
AVIA,365 UAS Sensors,3,AVIA 160,N/A
AVIA,370 Confidence Maneuver Training flight lab,3,AVIA 253,N/A
AVIA,375 UAS Telemetry and Communication,3,AVIA 370,N/A
AVIA,383 Flight Instructor Helicopter Flight Lab,1,AVIA 252,N/A
AVIA,392 Instrument Instructor Helicopter Flight Lab,1,"AVIA 242, AVIA 252",N/A
AVIA,432 Aviation Law – General,3,N/A,N/A
AVIA,435 Aviation Law – Transactions,3,AVIA 432,N/A
AVIA,436 Flight Operations and Procedures,3,AVIA 340,N/A
AVIA,437 Aviation Safety,3,AVIA 150,N/A
AVIA,442 Fundamentals of Air Traffic Control,3,AVIA 240,N/A
AVIA,443 Airline Dispatch,3,"AVIA 240, GEOG 217",N/A
AVIA,444 Aircraft Dispatcher 2,3,AVIA 443,N/A
AVIA,445 Aviation Human Factors,3,Select 1 course: AVIA 150 or AVIA 240,N/A
AVIA,450 Professional Pilot Theory,3,"AVIA 253, AVIA 340",N/A
AVIA,451 Professional Flight Course,3,AVIA 253,N/A
AVIA,452 Professional Aviator Course,3,N/A,N/A
AVIA,455 Aircraft Performance,3,AVIA 338,N/A
AVIA,458 Aeromedical Factors,3,N/A,N/A
AVIA,470 Advanced UAS Operation,3,"CIS 350, AVIA 375",N/A
AVIA,480 UAS Emphasis Senior project/Capstone,4,AVIA 470,N/A
AVIA,490 Aviation Workshop,1-10,N/A,N/A
AVIA,497 Aviation Internship,1-12,N/A,N/A
AVIA,499 Individual Study in Aviation,1-6,N/A,N/A
BIOL,100 Our Natural World,4,N/A,N/A
BIOL,102 Biology of Women,3,N/A,N/A
BIOL,104 Introduction to Soil Science,4,N/A,N/A
BIOL,105 General Biology I,4,N/A,N/A
BIOL,106 General Biology II,4,N/A,N/A
BIOL,125 Livestock Production,3,N/A,N/A
BIOL,136 Forages and Pasture Management,2,N/A,N/A
BIOL,146 Agronomy I,2,N/A,N/A
BIOL,175 Orientation to Clinical Laboratory Science,1,N/A,N/A
BIOL,201 Anatomy & Physiology I,4,N/A,N/A
BIOL,202 Anatomy & Physiology II,4,N/A,N/A
BIOL,204 Soils II,3,"BIOL 104, GEOL 104",N/A
BIOL,211 Genetics,4,"BIOL 105, BIOL 106, and MATH 112",N/A
BIOL,215 General Ecology,4,BIOL 105 and BIOL 106 or consent,N/A
BIOL,217 Plant Science,4,BIOL 105 and BIOL 106 or consent,N/A
BIOL,220 Human Anatomy,4,N/A,N/A
BIOL,246 Agronomy II,3,BIOL 146,N/A
BIOL,270 Microbiology,4,One BIOL course and one semester of chemistry from among,N/A
BIOL,271 Principles of Microbiology,4,N/A,N/A
Teachers,,3,N/A,N/A
BIOL,300 Evolutionary Analysis,3,"BIOL 105, BIOL 106, BIOL 211",N/A
BIOL,305 Invertebrate Zoology,4,"BIOL 105, BIOL 106",N/A
BIOL,306 Vertebrate Zoology,4,"BIOL 105, BIOL 106",N/A
BIOL,310 Basics of Human Physiology,4,"BIOL 220, CHEM 104 or CHEM 106 or CHEM 111 or CHEM",N/A
BIOL,320 Cell Biology,4,"BIOL 105 and BIOL 106, BIOL 211",N/A
BIOL,324 Neurobiology,3,BIOL 220,N/A
BIOL,325 Principles of Human Anatomy,4,BIOL 105,N/A
BIOL,330 Principles of Human Physiology,4,"BIOL 220, CHEM 104 or CHEM 106 or CHEM 111 or CHEM",N/A
BIOL,346 Advanced Agronomy,3,"BIOL 146, BIOL 246",N/A
BIOL,371 Microbiology,4,"BIOL 105, BIOL 106, CHEM 201",N/A
BIOL,380 Blood Banking/Urinalysis,3,N/A,N/A
BIOL,398 RISEbio research,2,"BIOL 105, BIOL 106. RISEbio program participant,",N/A
BIOL,402 Stream Ecology,4,"BIOL 105, BIOL 106, BIOL 215 or consent",N/A
BIOL,403 Conservation Biology,3,BIOL 215 or consent,N/A
BIOL,404 Wetlands,4,BIOL 215,N/A
BIOL,406 Fish Management,4,BIOL 215,N/A
BIOL,409 Advanced Field Ecology,4,"BIOL 105, BIOL 106, BIOL 215 or consent",N/A
BIOL,410 Global Change Biology,3,"BIOL 105, BIOL 106, BIOL 215 or consent",N/A
BIOL,411 Human Genetics,3,N/A,N/A
BIOL,412 Soil Ecology,4,"BIOL 105, BIOL 106, BIOL 215, or consent",N/A
BIOL,413 Bioinformatics,4,"BIOL 105, BIOL 106, BIOL 211",N/A
BIOL,414 Ichthyology,4,BIOL 306,N/A
BIOL,415 Ornithology,4,"BIOL 105, BIOL 106, BIOL 306",N/A
BIOL,417 Biology of Aging and Chronic Diseases,3,BIOL 100 or BIOL 105,N/A
BIOL,420 Diagnostic Parasitology,4,"BIOL 100 or BIOL 105, BIOL 106 recommended",N/A
BIOL,421 Entomology,3,BIOL 105 and BIOL 106 or consent,N/A
BIOL,423 Comparative Vertebrate Anatomy,4,"BIOL 105, BIOL 106, BIOL 306",N/A
BIOL,424 Developmental Biology,3,BIOL 100 or BIOL 105,N/A
BIOL,425 Developmental Biology Lab,1,BIOL 211; Co-requisite: BIOL 424,N/A
BIOL,430 Hematology/Introduction to Immunology,4,N/A,N/A
BIOL,431 Comparative Animal Physiology,3,"BIOL 105, BIOL 106 or consent",N/A
BIOL,432 Lake Ecology,4,BIOL 215,N/A
BIOL,433 Cardiovascular Physiology,3,N/A,N/A
BIOL,434 Animal Physiology,4,"CHEM 201, BIOL 423",N/A
BIOL,435 Histology,4,BIOL 220,N/A
BIOL,436 Animal Behavior,4,"BIOL 105, BIOL 106",N/A
BIOL,438 General Endocrinology,3,BIOL 100 or BIOL 105,N/A
BIOL,440 Wildlife Management,4,"BIOL 105, BIOL 106, BIOL 215, BIOL 306",N/A
BIOL,441 Plant Physiology,4,"BIOL 105, BIOL 106, BIOL 217, one semester organic",N/A
BIOL,442 Flora of Minnesota,4,N/A,N/A
BIOL,443W Plant Ecology,4,N/A,N/A
BIOL,446 Principles of Weed Science,4,"BIOL 215, BIOL 217",N/A
BIOL,451 Agroecology,4,"BIOL 105, BIOL 106",N/A
BIOL,452 Biological Instrumentation,3,"BIOL 105, BIOL 106, or consent",N/A
BIOL,453 Biological Engineering Analysis I,4,"BIOL 270 and one semester each of calculus, physics, and",N/A
BIOL,454 Biological Engineering Analysis II,4,"BIOL 453, taken currently with BIOL 457",N/A
BIOL,456 Biotechnology Project/Laboratory I,3,Concurrent enrollment in BIOL 453,N/A
BIOL,457 Biotechnology Project/Laboratory II,3,"BIOL 456, taken concurrently with BIOL 454",N/A
BIOL,466 Principles of Pharmacology,3,"CHEM 201, BIOL 211. Select 1 course: BIOL 320 BIOL 330,",N/A
BIOL,472 Microbial Ecology and Bioremediation,4,"BIOL 105, BIOL 106, and BIOL 270",N/A
BIOL,473 Virology,3,"BIOL 105, BIOL 106, and BIOL 270",N/A
BIOL,474 Immunology,4,"BIOL 105, BIOL 106, and BIOL 270",N/A
BIOL,475 Medical Microbiology,4,BIOL 270,N/A
BIOL,476 Microbial Physiology and Genetics,5,"BIOL 105, BIOL 106, BIOL 270",N/A
BIOL,478 Food Microbiology and Sanitation,4,"BIOL 105, BIOL 106 and BIOL 270",N/A
BIOL,479 Molecular Biology,4,"BIOL 105, BIOL 106, BIOL 211",N/A
BIOL,481 Lab Supervision and Maintenance,1,N/A,N/A
BIOL,485 Biology Teaching Methods and Materials,4,16 credits BIOL,N/A
Prerequisites:,16,credits,N/A,N/A
BIOL,487 Nuclear Medicine Technology Internship I,17,N/A,N/A
BIOL,488 Nuclear Medicine Technology Internship II,17,N/A,N/A
BIOL,489 Senior Seminar,1,N/A,N/A
90,credits or more,toward,N/A,N/A
BIOL,490 Workshop,1-4,N/A,N/A
BIOL,493 Cytotechnology Clinical Internship I,1-12,N/A,N/A
BIOL,494 Cytotechnology Clinical Internship II,1-12,N/A,N/A
BIOL,495 Cytotechnology Clinical Internship III,1-12,N/A,N/A
BIOL,496 Cytotechnology Clinical Internship IV,1-12,N/A,N/A
BIOL,497 Internship I,1-12,Consent,N/A
BIOL,498 Internship II,1-12,N/A,N/A
program,for a minimum of five 40-hour weeks. Only four credits,can,Consent,N/A
BIOL,499 Individual Study,1-4,N/A,N/A
BUS,295 Professional Preparation for Business Careers,2,N/A,N/A
BUS,397 IBE Practicum,3,All other BBA program courses (excluding two capstone,N/A
BUS,492 BBA Capstone II,3,BUS 491,N/A
BLAW,200 Legal Environment of Business,3,N/A,N/A
BLAW,398 CPT: Co-Operative Experience,0,Permission of the Chairperson of the department; co-op,N/A
BLAW,450 Contract Law and Professional Responsibility,3,BLAW 200,N/A
BLAW,452 Employment Law,3,BLAW 200,N/A
BLAW,453 International Legal Environment of Business,3,BLAW 200,N/A
BLAW,455 Legal Aspects of Banking and Finance,3,BLAW 200,N/A
BLAW,471 Technology and Intellectual Property Law,3,N/A,N/A
BLAW,474 Environmental Law,3,BLAW 200,N/A
BLAW,476 Construction and Design Law,3,BLAW 200,N/A
BLAW,477 Negotiation and Conflict Resolution,3,BLAW 200,N/A
BLAW,483 Special Topics,1-3,N/A,N/A
BLAW,492 Study Tour,1-3,N/A,N/A
BLAW,497 Internship,1-8,N/A,N/A
BLAW,498 Internship,1-3,N/A,N/A
BLAW,499 Individual Study,1-4,N/A,N/A
CAHN,101W The Health Care Professions,3,N/A,N/A
CHEM,100 Chemistry in Society,3,N/A,N/A
CHEM,101 Skills for General Chemistry,2,N/A,N/A
CHEM,104 Introduction to Chemistry,3,N/A,N/A
CHEM,106 Chemistry of Life Process Part I (General),3,High school algebra recommended,N/A
Biochemistry),,5,CHEM 106 or high school chemistry,N/A
CHEM,131 Forensic Science,3,N/A,N/A
CHEM,134 Mind Altering Substances,3,N/A,N/A
CHEM,190 Learning in Chemistry Applications,1,N/A,N/A
CHEM,191 Chemistry Applications,3,High school chemistry or “C” (2.0) or higher in CHEM,N/A
CHEM,200 GC1 Laboratory Component,1,CHEM 191,N/A
CHEM,201 General Chemistry I,5,“C” (2.0) or higher in MATH 112 or the equivalent; high,N/A
CHEM,202 General Chemistry II,5,“C” (2.0) or higher in CHEM 201,N/A
Foundations,,1,CHEM 322,N/A
CHEM,299 Individual Study,1-6,N/A,N/A
